product_name,product_name_ar,category,subcategory,age_group,gender,description,description_ar,short_description,short_description_ar,selling_price_usd,compare_at_price_usd,price_varies,price_max_usd,currency,size_variations,color_variations,color_variations_ar,in_stock,stock_qty,is_new,is_featured,tags,status,handle,image_url,image_alt
2-piece Set,طقم قطعتين,Set,2-piece Set,Baby,Unisex,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match. This 2-piece set comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك. هيدا طقم قطعتين منسّق، قيمة حلوة وهدية سهلة. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك.,32.99,,FALSE,,USD,,,,TRUE,3,TRUE,FALSE,"Set, Baby, New Arrival, Gift Set",Active,2-piece-set,,2-piece Set - Miniyo
2-piece Bodysuit,أساسيات,Basics,2-piece Bodysuit,Baby,Unisex,"Wardrobe essentials you'll reach for again and again. This 2-piece bodysuit comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",قطع أساسية رح تلبّسها صغيرك كل يوم. أساسيات للبيبيهات. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,Wardrobe essentials you'll reach for again and again.,قطع أساسية رح تلبّسها صغيرك كل يوم.,16.99,,FALSE,,USD,,,,TRUE,4,TRUE,FALSE,"Basics, Baby, New Arrival",Active,2-piece-bodysuit-3,,2-piece Bodysuit - Miniyo
2-piece Athletic Body,أساسيات,Basics,2-piece Athletic Body,Baby,Unisex,"Wardrobe essentials you'll reach for again and again. This 2-piece athletic body comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Available in sizes 18-24M, One Size — choose the right fit as baby grows. Choose from Ecru, Gray. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.","قطع أساسية رح تلبّسها صغيرك كل يوم. أساسيات للبيبيهات. تصميم مناسب للبنت والصبي. متوفّر بقياسات 18-24M, One Size — اختاري القياس المناسب مع ما يكبر صغيرك. بتختاري بين إكرو, رمادي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.",Wardrobe essentials you'll reach for again and again.,قطع أساسية رح تلبّسها صغيرك كل يوم.,16.99,,FALSE,,USD,One Size|18-24M,Ecru|Gray,إكرو|رمادي,TRUE,8,TRUE,FALSE,"Basics, Baby, New Arrival",Active,2-piece-athletic-body,,2-piece Athletic Body - Miniyo
2-piece Athletic Body,أساسيات,Basics,2-piece Athletic Body,Baby,Unisex,"Wardrobe essentials you'll reach for again and again. This 2-piece athletic body comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",قطع أساسية رح تلبّسها صغيرك كل يوم. أساسيات للبيبيهات. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,Wardrobe essentials you'll reach for again and again.,قطع أساسية رح تلبّسها صغيرك كل يوم.,17.99,,FALSE,,USD,,,,TRUE,3,TRUE,FALSE,"Basics, Baby, New Arrival",Active,2-piece-athletic-body-2,,2-piece Athletic Body - Miniyo
2-piece Bodysuit,أساسيات,Basics,2-piece Bodysuit,Baby,Unisex,"Wardrobe essentials you'll reach for again and again. This 2-piece bodysuit comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Choose from Lilac, Powder. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.","قطع أساسية رح تلبّسها صغيرك كل يوم. أساسيات للبيبيهات. تصميم مناسب للبنت والصبي. بتختاري بين ليلكي, Powder. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.",Wardrobe essentials you'll reach for again and again.,قطع أساسية رح تلبّسها صغيرك كل يوم.,22.99,,FALSE,,USD,,Powder|Lilac,Powder|Lilac,TRUE,6,TRUE,FALSE,"Basics, Baby, New Arrival",Active,2-piece-bodysuit-4,,2-piece Bodysuit - Miniyo
2-piece Bodysuit,أساسيات,Basics,2-piece Bodysuit,Baby,Unisex,"Wardrobe essentials you'll reach for again and again. This 2-piece bodysuit comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Choose from Lilac, Powder. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.","قطع أساسية رح تلبّسها صغيرك كل يوم. أساسيات للبيبيهات. تصميم مناسب للبنت والصبي. بتختاري بين ليلكي, Powder. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.",Wardrobe essentials you'll reach for again and again.,قطع أساسية رح تلبّسها صغيرك كل يوم.,19.99,,FALSE,,USD,,Powder|Lilac,Powder|Lilac,TRUE,8,TRUE,FALSE,"Basics, Baby, New Arrival",Active,2-piece-bodysuit-5,,2-piece Bodysuit - Miniyo
2-piece Bodysuit,أساسيات,Basics,2-piece Bodysuit,Baby,Unisex,"Wardrobe essentials you'll reach for again and again. This 2-piece bodysuit comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",قطع أساسية رح تلبّسها صغيرك كل يوم. أساسيات للبيبيهات. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,Wardrobe essentials you'll reach for again and again.,قطع أساسية رح تلبّسها صغيرك كل يوم.,16.99,,FALSE,,USD,,,,TRUE,4,TRUE,FALSE,"Basics, Baby, New Arrival",Active,2-piece-bodysuit-6,,2-piece Bodysuit - Miniyo
2-piece Bodysuit,أساسيات,Basics,2-piece Bodysuit,Baby,Unisex,"Wardrobe essentials you'll reach for again and again. This 2-piece bodysuit comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",قطع أساسية رح تلبّسها صغيرك كل يوم. أساسيات للبيبيهات. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,Wardrobe essentials you'll reach for again and again.,قطع أساسية رح تلبّسها صغيرك كل يوم.,16.99,,FALSE,,USD,,,,TRUE,3,TRUE,FALSE,"Basics, Baby, New Arrival",Active,2-piece-bodysuit-7,,2-piece Bodysuit - Miniyo
2-piece Athletic Body,أساسيات,Basics,2-piece Athletic Body,Baby,Unisex,"Wardrobe essentials you'll reach for again and again. This 2-piece athletic body comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",قطع أساسية رح تلبّسها صغيرك كل يوم. أساسيات للبيبيهات. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,Wardrobe essentials you'll reach for again and again.,قطع أساسية رح تلبّسها صغيرك كل يوم.,16.99,,FALSE,,USD,,,,TRUE,4,TRUE,FALSE,"Basics, Baby, New Arrival",Active,2-piece-athletic-body-3,,2-piece Athletic Body - Miniyo
2-piece Athletic Body,أساسيات,Basics,2-piece Athletic Body,Baby,Unisex,"Wardrobe essentials you'll reach for again and again. This 2-piece athletic body comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",قطع أساسية رح تلبّسها صغيرك كل يوم. أساسيات للبيبيهات. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,Wardrobe essentials you'll reach for again and again.,قطع أساسية رح تلبّسها صغيرك كل يوم.,17.99,,FALSE,,USD,,,,TRUE,3,TRUE,FALSE,"Basics, Baby, New Arrival",Active,2-piece-athletic-body-4,,2-piece Athletic Body - Miniyo
2-piece Set,طقم قطعتين,Set,2-piece Set,Baby,Unisex,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match. This 2-piece set comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Available in sizes 1-3M, 3-6/6-9/9-12/12-18M — choose the right fit as baby grows. Choose from Brown, Rosewood. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.","طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك. هيدا طقم قطعتين منسّق، قيمة حلوة وهدية سهلة. تصميم مناسب للبنت والصبي. متوفّر بقياسات 1-3M, 3-6/6-9/9-12/12-18M — اختاري القياس المناسب مع ما يكبر صغيرك. بتختاري بين بني, Rosewood. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.","A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك.,32.99,,FALSE,,USD,1-3M|3-6/6-9/9-12/12-18M,Brown|Rosewood,بني|Rosewood,TRUE,8,TRUE,FALSE,"Set, Baby, New Arrival, Gift Set",Active,2-piece-set-2,,2-piece Set - Miniyo
2-piece Set,طقم قطعتين,Set,2-piece Set,Baby,Unisex,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match. This 2-piece set comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك. هيدا طقم قطعتين منسّق، قيمة حلوة وهدية سهلة. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك.,37.99,,FALSE,,USD,,,,TRUE,4,TRUE,FALSE,"Set, Baby, New Arrival, Gift Set",Active,2-piece-set-3,,2-piece Set - Miniyo
Dress,فستان,Apparel,Dress,Baby,Girls,"Adorable everyday wear that keeps your little one comfy from morning to nap time. A dress designed for babies. Designed for girls. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",لبس ناعم ومريح يخلّي صغيرك مرتاح من الصبح لوقت النوم. فستان للبيبيهات. تصميم للبنات. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,Adorable everyday wear that keeps your little one comfy from morning to nap time.,لبس ناعم ومريح يخلّي صغيرك مرتاح من الصبح لوقت النوم.,42.99,,FALSE,,USD,,,,TRUE,4,TRUE,FALSE,"Apparel, Baby, Girls, New Arrival",Active,dress,,Dress - Miniyo
4-piece Set,طقم ٤ قطع,Set,4-piece Set,Baby,Girls,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match. This 4-piece set comes as a coordinated set — great value and an easy gift. Designed for girls. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك. هيدا طقم ٤ قطع منسّق، قيمة حلوة وهدية سهلة. تصميم للبنات. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك.,44.99,,FALSE,,USD,,,,TRUE,1,TRUE,FALSE,"Set, Baby, Girls, New Arrival, Gift Set",Active,4-piece-set,,4-piece Set - Miniyo
Body Pants Set,طقم,Set,Body Pants Set,Baby,Unisex,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match. This body pants set comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك. هيدا طقم منسّق، قيمة حلوة وهدية سهلة. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك.,37.99,,FALSE,,USD,,,,TRUE,1,TRUE,FALSE,"Set, Baby, New Arrival, Gift Set",Active,body-pants-set,,Body Pants Set - Miniyo
5-piece Towel/cloth,إكسسوار,Accessories,5-piece Towel/cloth,Baby,Boys,"The finishing touch every little outfit needs. This 5-piece towel/cloth comes as a coordinated set — great value and an easy gift. Designed for boys. Choose from Beige, Blue, Pink. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.","اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك. إكسسوار للبيبيهات. تصميم للصبيان. بتختاري بين بيج, أزرق, زهري. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.",The finishing touch every little outfit needs.,اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك.,10.99,,FALSE,,USD,,Blue|Pink|Beige,أزرق|زهري|بيج,TRUE,3,TRUE,FALSE,"Accessories, Baby, Boys, New Arrival",Active,5-piece-towel-cloth,,5-piece Towel/cloth - Miniyo
7-piece Baby Cloth,إكسسوار,Accessories,7-piece Baby Cloth,Baby,Unisex,"The finishing touch every little outfit needs. This 7-piece baby cloth comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Choose from Gray melange, Green. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.","اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك. إكسسوار للبيبيهات. تصميم مناسب للبنت والصبي. بتختاري بين Gray melange, أخضر. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.",The finishing touch every little outfit needs.,اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك.,6.99,,FALSE,,USD,,Green|Gray melange,أخضر|Gray melange,TRUE,2,TRUE,FALSE,"Accessories, Baby, New Arrival",Active,7-piece-baby-cloth,,7-piece Baby Cloth - Miniyo
7-piece Baby Cloth,إكسسوار,Accessories,7-piece Baby Cloth,Baby,Unisex,"The finishing touch every little outfit needs. This 7-piece baby cloth comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك. إكسسوار للبيبيهات. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,The finishing touch every little outfit needs.,اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك.,6.99,,FALSE,,USD,,,,TRUE,1,TRUE,FALSE,"Accessories, Baby, New Arrival",Active,7-piece-baby-cloth-2,,7-piece Baby Cloth - Miniyo
7-piece Baby Cloth,إكسسوار,Accessories,7-piece Baby Cloth,Baby,Unisex,"The finishing touch every little outfit needs. This 7-piece baby cloth comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك. إكسسوار للبيبيهات. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,The finishing touch every little outfit needs.,اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك.,6.99,,FALSE,,USD,,,,TRUE,1,TRUE,FALSE,"Accessories, Baby, New Arrival",Active,7-piece-baby-cloth-3,,7-piece Baby Cloth - Miniyo
7-piece Baby Cloth,إكسسوار,Accessories,7-piece Baby Cloth,Baby,Unisex,"The finishing touch every little outfit needs. This 7-piece baby cloth comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك. إكسسوار للبيبيهات. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,The finishing touch every little outfit needs.,اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك.,6.99,,FALSE,,USD,,,,TRUE,1,TRUE,FALSE,"Accessories, Baby, New Arrival",Active,7-piece-baby-cloth-4,,7-piece Baby Cloth - Miniyo
7-piece Baby Cloth,إكسسوار,Accessories,7-piece Baby Cloth,Baby,Unisex,"The finishing touch every little outfit needs. This 7-piece baby cloth comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Choose from Beige, Green. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.","اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك. إكسسوار للبيبيهات. تصميم مناسب للبنت والصبي. بتختاري بين بيج, أخضر. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.",The finishing touch every little outfit needs.,اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك.,6.99,,FALSE,,USD,,Beige|Green,بيج|أخضر,TRUE,4,TRUE,FALSE,"Accessories, Baby, New Arrival",Active,7-piece-baby-cloth-5,,7-piece Baby Cloth - Miniyo
Blanket,بطانية,Accessories,Blanket,Baby,Unisex,"The finishing touch every little outfit needs. A blanket designed for babies. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك. بطانية للبيبيهات. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,The finishing touch every little outfit needs.,اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك.,43.99,,FALSE,,USD,,,,TRUE,1,TRUE,FALSE,"Accessories, Baby, New Arrival",Active,blanket,,Blanket - Miniyo
Blanket,بطانية,Accessories,Blanket,Baby,Unisex,"The finishing touch every little outfit needs. A blanket designed for babies. Unisex design suits any little one. Choose from Beige, Ecru, Green. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.","اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك. بطانية للبيبيهات. تصميم مناسب للبنت والصبي. بتختاري بين بيج, إكرو, أخضر. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.",The finishing touch every little outfit needs.,اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك.,51.99,,FALSE,,USD,,Green|Beige|Ecru,أخضر|بيج|إكرو,TRUE,3,TRUE,FALSE,"Accessories, Baby, New Arrival",Active,blanket-2,,Blanket - Miniyo
Blanket,بطانية,Accessories,Blanket,Baby,Unisex,"The finishing touch every little outfit needs. A blanket designed for babies. Unisex design suits any little one. Choose from Gray, Mink. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.","اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك. بطانية للبيبيهات. تصميم مناسب للبنت والصبي. بتختاري بين رمادي, Mink. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.",The finishing touch every little outfit needs.,اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك.,43.99,,FALSE,,USD,,Mink|Gray,Mink|رمادي,TRUE,4,TRUE,FALSE,"Accessories, Baby, New Arrival",Active,blanket-3,,Blanket - Miniyo
4-piece Set Accessory,طقم,Set,4-piece Set Accessory,Baby,Girls,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match. This 4-piece set accessory comes as a coordinated set — great value and an easy gift. Designed for girls. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك. هيدا طقم منسّق، قيمة حلوة وهدية سهلة. تصميم للبنات. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك.,14.99,,FALSE,,USD,,,,TRUE,4,TRUE,FALSE,"Set, Baby, Girls, New Arrival, Gift Set",Active,4-piece-set-accessory,,4-piece Set Accessory - Miniyo
4-piece Set Accessory,طقم,Set,4-piece Set Accessory,Baby,Unisex,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match. This 4-piece set accessory comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Choose from Beige, Ecru. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.","طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك. هيدا طقم منسّق، قيمة حلوة وهدية سهلة. تصميم مناسب للبنت والصبي. بتختاري بين بيج, إكرو. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.","A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك.,14.99,,FALSE,,USD,,Ecru|Beige,إكرو|بيج,TRUE,2,TRUE,FALSE,"Set, Baby, New Arrival, Gift Set",Active,4-piece-set-accessory-2,,4-piece Set Accessory - Miniyo
4-piece Set Accessory,طقم,Set,4-piece Set Accessory,Baby,Unisex,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match. This 4-piece set accessory comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك. هيدا طقم منسّق، قيمة حلوة وهدية سهلة. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك.,14.99,,FALSE,,USD,,,,TRUE,1,TRUE,FALSE,"Set, Baby, New Arrival, Gift Set",Active,4-piece-set-accessory-3,,4-piece Set Accessory - Miniyo
4-piece Set Accessory,طقم,Set,4-piece Set Accessory,Baby,Unisex,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match. This 4-piece set accessory comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك. هيدا طقم منسّق، قيمة حلوة وهدية سهلة. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك.,14.99,,FALSE,,USD,,,,TRUE,1,TRUE,FALSE,"Set, Baby, New Arrival, Gift Set",Active,4-piece-set-accessory-4,,4-piece Set Accessory - Miniyo
10-piece Hospital Set,طقم مستشفى ١٠ قطع,Set,10-piece Hospital Set,Baby,Unisex,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match. This 10-piece hospital set comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك. هيدا طقم مستشفى ١٠ قطع منسّق، قيمة حلوة وهدية سهلة. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك.,85.99,,FALSE,,USD,,,,TRUE,1,TRUE,FALSE,"Set, Baby, New Arrival, Gift Set",Active,10-piece-hospital-set,,10-piece Hospital Set - Miniyo
2-piece Set,طقم قطعتين,Set,2-piece Set,Baby,Unisex,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match. This 2-piece set comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك. هيدا طقم قطعتين منسّق، قيمة حلوة وهدية سهلة. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك.,33.99,,FALSE,,USD,,,,TRUE,5,TRUE,FALSE,"Set, Baby, New Arrival, Gift Set",Active,2-piece-set-4,,2-piece Set - Miniyo
Zip Bodysuit Set,طقم,Set,Zip Bodysuit Set,Baby,Unisex,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match. This zip bodysuit set comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك. هيدا طقم منسّق، قيمة حلوة وهدية سهلة. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك.,21.99,,FALSE,,USD,,,,TRUE,5,TRUE,FALSE,"Set, Baby, New Arrival, Gift Set",Active,zip-bodysuit-set,,Zip Bodysuit Set - Miniyo
2-piece Set,طقم قطعتين,Set,2-piece Set,Baby,Unisex,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match. This 2-piece set comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك. هيدا طقم قطعتين منسّق، قيمة حلوة وهدية سهلة. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك.,40.99,,FALSE,,USD,,,,TRUE,5,TRUE,FALSE,"Set, Baby, New Arrival, Gift Set",Active,2-piece-set-5,,2-piece Set - Miniyo
